Tipo Reporte;Operador;Aeródromo;Data;Hora;UF;Cidade;Fase de Operação;Efeito no Voo;Colisão;;year;month
OUTRO;LATAM AIRLINES;SBSP;2019-04-20;10:38:00;SP;Sao Paulo;STAR;Nenhum;Não;detalhar?op===AUUJlRVxGcrdlRSVXTWJVU&acao=detalhar;2019;4
OPERADOR;;SBSP;2019-04-20;08:10:00;SP;Sao Paulo;;;Não;detalhar?op===AUUJlRVxGcPFGbSNUTWJVU&acao=detalhar;2019;4
CONTROLADOR DE TRÁFEGO AÉREO;KZMR;SDRK;2019-04-19;10:08:00;SP;Rio Claro;Subida;Desvio manual;Não;detalhar?op===AUUJlRVxmWPZlRSNUTWJVU&acao=detalhar;2019;4
CONTROLADOR DE TRÁFEGO AÉREO;DTCEA-BR;SBBR;2019-04-19;00:00:00;DF;Brasilia;Aproximação f...;;Não;detalhar?op===AUUJlRVxmWPZlRSVXTWJVU&acao=detalhar;2019;4
CONTROLADOR DE TRÁFEGO AÉREO;;SBTA;2019-04-19;14:47:00;SP;Taubate;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmWPZlRRpXTWJVU&acao=detalhar;2019;4
CONTROLADOR DE TRÁFEGO AÉREO;GLO;SBRJ;2019-04-19;11:55:00;RJ;Rio de Janeiro;Procedimento IF...;Outros;Não;detalhar?op===AUUJlRVxmWXZlRSVXTWJVU&acao=detalhar;2019;4
OUTRO;LATAM AIRLINES;SBGR;2019-04-19;12:00:00;SP;Guarulhos;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmWXFGbSNVTWJVU&acao=detalhar;2019;4
OUTRO;LATAM AIRLINES;SBSP;2019-04-19;12:00:00;SP;Sao Paulo;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmWXFGbSVXTWJVU&acao=detalhar;2019;4
OUTRO;LATAM AIRLINES;SBSP;2019-04-19;12:00:00;SP;Guarulhos;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmWXFGbRpXTWJVU&acao=detalhar;2019;4
OUTRO;LATAM AIRLINES;SBGR;2019-04-19;12:00:00;SP;Guarulhos;Subida;Nenhum;Não;detalhar?op===AUUJlRVxmWXVGbSNUTWJVU&acao=detalhar;2019;4
OUTRO;LATAM AIRLINES;SBSP;2019-04-19;09:30:00;SP;Sao Paulo;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxGcrdlRSNVTWJVU&acao=detalhar;2019;4
OUTRO;LATAM AIRLINES;SBSP;2019-04-19;07:40:00;SP;Sao Paulo;STAR;Nenhum;Não;detalhar?op===AUUJlRVxGcrdlRRpXTWJVU&acao=detalhar;2019;4
OUTRO;LATAM AIRLINES;SBSP;2019-04-19;12:00:00;SP;Sao Paulo;Decolagem;Nenhum;Não;detalhar?op===AUUJlRVxGcrJGbSNUTWJVU&acao=detalhar;2019;4
OUTRO;LATAM AIRLINES;SBBR;2019-04-19;08:50:00;DF;Brasilia;Decolagem;Nenhum;Não;detalhar?op===AUUJlRVxGcrJGbSNVTWJVU&acao=detalhar;2019;4
OUTRO;LATAM AIRLINES;SBSP;2019-04-19;09:45:00;SP;Sao Paulo;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxGcrJGbRpXTWJVU&acao=detalhar;2019;4
OUTRO;LATAM AIRLINES;SBGR;2019-04-19;22:29:00;SP;Guarulhos;Subida;Nenhum;Não;detalhar?op===AUUJlRVxGcvdlRRpXTWJVU&acao=detalhar;2019;4
OUTRO;Avantto;SSUB;2019-04-19;13:00:00;SP;Osasco;Outra;Nenhum;Não;detalhar?op===AUUJlRVxGcLFGbRpXTWJVU&acao=detalhar;2019;4
OPERADOR;;SBSP;2019-04-19;06:30:00;SP;Sao Paulo;;Nenhum;Não;detalhar?op===AUUJlRVxGcPZlRRpXTWJVU&acao=detalhar;2019;4
PILOTO;Latam;SBGR;2019-04-18;01:40:00;SP;Sao Paulo;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmWTZlRSNVTWJVU&acao=detalhar;2019;4
OUTRO;LATAM AIRLINES;SBGR;2019-04-18;01:40:00;SP;Guarulhos;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxGcrJGbSVXTWJVU&acao=detalhar;2019;4
OPERADOR;GLO1863;SBRF;2019-04-14;00:00:00;PE;Recife;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmWLFGbSNVTWJVU&acao=detalhar;2019;4
CONTROLADOR DE TRÁFEGO AÉREO;INFRAERO;SBJR;2019-04-13;07:00:00;RJ;Rio de Janeiro;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmWLFGbSNUTWJVU&acao=detalhar;2019;4
CONTROLADOR DE TRÁFEGO AÉREO;nil;SBRJ;2019-04-13;11:08:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmWLFGbRpXTWJVU&acao=detalhar;2019;4
OUTRO;LATAM AIRLINES;SBGR;2019-04-13;18:50:00;SP;Guarulhos;STAR;Nenhum;Não;detalhar?op===AUUJlRVxmWLVGbSNUTWJVU&acao=detalhar;2019;4
OPERADOR;AZUL LINHAS AEREAS;SBCT;2019-04-13;15:10:00;PR;Curitiba;Descida;Nenhum;Não;detalhar?op===AUUJlRWtGcrdlRRpXTWJVU&acao=detalhar;2019;4
OPERADOR;Aeroclube de Jundiaí;SBJD;2019-04-12;09:30:00;SP;Jundiai;Outra,Pouso;Desvio manual;Não;detalhar?op===AUUJlRVxGc3dlRRpXTWJVU&acao=detalhar;2019;4
CONTROLADOR DE TRÁFEGO AÉREO;Azul;SBPA;2019-04-11;12:48:00;RS;Porto Alegre;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmWLZlRSNUTWJVU&acao=detalhar;2019;4
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;NA;SBCT;2019-04-11;12:10:00;PR;Sao Jose dos Pinhais;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmWLZlRSNVTWJVU&acao=detalhar;2019;4
OPERADOR;LATAM;SBGR;2019-04-11;20:50:00;SP;Guatapara;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmWLZlRSVXTWJVU&acao=detalhar;2019;4
CONTROLADOR DE TRÁFEGO AÉREO;AGRO DIFERENCIAL LTDA;SBRP;2019-04-09;21:24:00;SP;Ribeirao Preto;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmWHVGbSNUTWJVU&acao=detalhar;2019;4
CONTROLADOR DE TRÁFEGO AÉREO;INFRAERO;SBJR;2019-04-07;06:20:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmWHZlRSNUTWJVU&acao=detalhar;2019;4
CONTROLADOR DE TRÁFEGO AÉREO;INFRAERO;SBJR;2019-04-07;06:50:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmWHZlRSNVTWJVU&acao=detalhar;2019;4
CONTROLADOR DE TRÁFEGO AÉREO;INFRAERO;SBJR;2019-04-07;07:03:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmWHZlRSVXTWJVU&acao=detalhar;2019;4
CONTROLADOR DE TRÁFEGO AÉREO;INFRAERO;SBJR;2019-04-07;07:42:00;RJ;Rio de Janeiro;Outra;Nenhum;;detalhar?op===AUUJlRVxmWHZlRRpXTWJVU&acao=detalhar;2019;4
CONTROLADOR DE TRÁFEGO AÉREO;OCEANAIR;SBGR;2019-04-07;16:27:00;SP;Guarulhos;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmWHFGbSNUTWJVU&acao=detalhar;2019;4
OPERADOR;LATAM;SBGL;2019-04-07;13:29:00;RJ;Rio de Janeiro;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmWHFGbRpXTWJVU&acao=detalhar;2019;4
OUTRO;LATAM AIRLINES;SBGR;2019-04-07;20:43:00;SP;Guarulhos;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmWHVGbSNVTWJVU&acao=detalhar;2019;4
CONTROLADOR DE TRÁFEGO AÉREO;LINM;sdpw;2019-04-06;10:25:00;SP;Pirassununga;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmWDVGbSNVTWJVU&acao=detalhar;2019;4
OPERADOR;LATAM;SBCT;2019-04-05;13:29:00;PR;Curitiba;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmWHFGbSNVTWJVU&acao=detalhar;2019;4
CONTROLADOR DE TRÁFEGO AÉREO;AZUL;SBGR;2019-04-05;23:40:00;SP;Guarulhos;Espera,Outra;Nenhum;Não;detalhar?op===AUUJlRVxmWLVGbSNVTWJVU&acao=detalhar;2019;4
CONTROLADOR DE TRÁFEGO AÉREO;LATAM;SBGR;2019-04-04;21:16:00;SP;Guarulhos;Decolagem,Manob...;Nenhum;Não;detalhar?op===AUUJlRVxmWDFGbRpXTWJVU&acao=detalhar;2019;4
OPERADOR;EPTA SBMI;SBMI;2019-04-03;07:25:00;RJ;Marica;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmW31UMSNUTWJVU&acao=detalhar;2019;4
OUTRO;LATAM AIRLINES;SBKP;2019-04-03;12:00:00;SP;Campinas;Outra;Outros;Não;detalhar?op===AUUJlRVxmWDVGbSNUTWJVU&acao=detalhar;2019;4
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;;SBGL;2019-04-01;07:36:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmW3JGbRpXTWJVU&acao=detalhar;2019;4
OUTRO;LATAM AIRLINES;SBGR;2019-04-01;12:00:00;SP;Guarulhos;Subida;Nenhum;Não;detalhar?op===AUUJlRVxmWDZlRSVXTWJVU&acao=detalhar;2019;4
OUTRO;LATAM AIRLINES;SBGR;2019-04-01;11:45:00;SP;Guarulhos;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmWDZlRRpXTWJVU&acao=detalhar;2019;4
OUTRO;LATAM AIRLINES;SBGR;2019-04-01;02:55:00;SP;Guarulhos;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmWDFGbSNUTWJVU&acao=detalhar;2019;4
CONTROLADOR DE TRÁFEGO AÉREO;infraero;SBKP;2019-03-31;10:20:00;SP;Campinas;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmWzJGbRpXTWJVU&acao=detalhar;2019;3
CONTROLADOR DE TRÁFEGO AÉREO;AZU2878;Não necessita de Aeródromo;2019-03-31;08:00:00;MG;Pocos de Caldas;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmWz1UMSNUTWJVU&acao=detalhar;2019;3
CONTROLADOR DE TRÁFEGO AÉREO;GOL;Não necessita de Aeródromo;2019-03-31;00:00:00;MG;Varginha;Outra;Nenhum;;detalhar?op===AUUJlRVxmWz1UMSNVTWJVU&acao=detalhar;2019;3
CONTROLADOR DE TRÁFEGO AÉREO;LATAM;SBGR;2019-03-31;10:36:00;SP;Guarulhos;Outra;Arremetida;Não;detalhar?op===AUUJlRVxmW3dlRSNUTWJVU&acao=detalhar;2019;3
CONTROLADOR DE TRÁFEGO AÉREO;CADR;SBYS;2019-03-31;00:00:00;SP;Pirassununga;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmW3dlRSNVTWJVU&acao=detalhar;2019;3
CONTROLADOR DE TRÁFEGO AÉREO;GOL1619;VOOO;2019-03-31;20:56:00;MG;Abadia dos Dourados;Descida;Nenhum;Não;detalhar?op===AUUJlRVxmW3dlRSVXTWJVU&acao=detalhar;2019;3
OUTRO;LATAM AIRLINES;SBGR;2019-03-31;12:00:00;SP;Guarulhos;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmW31UMSNVTWJVU&acao=detalhar;2019;3
OUTRO;LATAM AIRLINES;SBGR;2019-03-31;12:00:00;SP;Guarulhos;Decolagem;Nenhum;Não;detalhar?op===AUUJlRVxmWDZlRSNUTWJVU&acao=detalhar;2019;3
OUTRO;LATAM AIRLINES;SBGR;2019-03-31;09:20:00;SP;Guarulhos;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmWDZlRSNVTWJVU&acao=detalhar;2019;3
OUTRO;LATAM AIRLINES;SBGR;2019-03-31;07:25:00;SP;Guarulhos;Outra,Subida;Nenhum;Não;detalhar?op===AUUJlRVxmWDFGbSNVTWJVU&acao=detalhar;2019;3
CONTROLADOR DE TRÁFEGO AÉREO;INFRAERO;SBJR;2019-03-30;10:10:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmWzJGbSNVTWJVU&acao=detalhar;2019;3
CONTROLADOR DE TRÁFEGO AÉREO;XFZI;SBRJ;2019-03-30;13:07:00;RJ;Rio de Janeiro;Subida;Nenhum;Não;detalhar?op===AUUJlRVxmWzJGbSVXTWJVU&acao=detalhar;2019;3
CONTROLADOR DE TRÁFEGO AÉREO;nil;SBRJ;2019-03-30;12:30:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmW3JGbSNVTWJVU&acao=detalhar;2019;3
CONTROLADOR DE TRÁFEGO AÉREO;AZUL;SBRJ;2019-03-27;15:23:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUJlRVxmW3JGbSNUTWJVU&acao=detalhar;2019;3
OUTRO;LATAM AIRLINES;SBGR;2019-03-26;12:15:00;SP;Guarulhos;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmWzJGbSNUTWJVU&acao=detalhar;2019;3
CONTROLADOR DE TRÁFEGO AÉREO;CADR;SBYS;2019-03-25;08:13:00;SP;Pirassununga;Subida;Nenhum;Não;detalhar?op===AUUJlRVxmWvJGbSNVTWJVU&acao=detalhar;2019;3
CONTROLADOR DE TRÁFEGO AÉREO;;SBRJ;2019-03-25;00:40:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmWvJGbRpXTWJVU&acao=detalhar;2019;3
OUTRO;LATAM AIRLINES;SBGR;2019-03-25;13:58:00;SP;Guarulhos;Aproximação f...;Nenhum;;detalhar?op===AUUJlRVxmWzdlRRpXTWJVU&acao=detalhar;2019;3
CONTROLADOR DE TRÁFEGO AÉREO;AZUL LINHAS AÉREAS;SBGR;2019-03-24;07:18:00;SP;Guarulhos;Aproximação f...;Desvio manual;Não;detalhar?op===AUUJlRVxmWrJGbSNUTWJVU&acao=detalhar;2019;3
OPERADOR;;SBCB;2019-03-24;09:12:00;RJ;Cabo Frio;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmWrJGbSNVTWJVU&acao=detalhar;2019;3
PILOTO;Ej Escola de aeronáutica;SBJD;2019-03-24;07:20:00;SP;Jundiai;Outra,Manobra;Desvio manual;Não;detalhar?op===AUUJlRVxmWrJGbSVXTWJVU&acao=detalhar;2019;3
CONTROLADOR DE TRÁFEGO AÉREO;azul;SBCT;2019-03-24;18:40:00;PR;Curitiba;Manobra;Nenhum;Sim;detalhar?op===AUUJlRVxmWrJGbRpXTWJVU&acao=detalhar;2019;3
CONTROLADOR DE TRÁFEGO AÉREO;PRFLD;SBFL;2019-03-24;15:40:00;SC;Florianopolis;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmWvdlRRpXTWJVU&acao=detalhar;2019;3
PILOTO;CFly Aviation;SBSP;2019-03-24;17:50:00;SP;Sao Paulo;STAR;Nenhum;Não;detalhar?op===AUUJlRVxmWvJGbSNUTWJVU&acao=detalhar;2019;3
OUTRO;LATAM;SBSP;2019-03-24;10:33:00;SP;Sao Paulo;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmWv1UMSNUTWJVU&acao=detalhar;2019;3
OUTRO;LATAM;SBSJ;2019-03-24;08:00:00;SP;Sao Jose dos Campos;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmWv1UMSNVTWJVU&acao=detalhar;2019;3
OUTRO;LATAM;SBGL;2019-03-24;10:25:00;RJ;Rio de Janeiro;Subida;Nenhum;Não;detalhar?op===AUUJlRVxmWzdlRSNUTWJVU&acao=detalhar;2019;3
OUTRO;LATAM;SBSP;2019-03-24;12:00:00;SP;Sao Paulo;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmWzdlRSNVTWJVU&acao=detalhar;2019;3
OUTRO;LATAM AIRLINES;SBSP;2019-03-24;22:00:00;SP;Sao Paulo;Subida;Nenhum;;detalhar?op===AUUJlRVxmWzdlRSVXTWJVU&acao=detalhar;2019;3
OUTRO;Avianca Brasil;Não necessita de Aeródromo;2019-03-24;19:20:00;SP;Sao Jose dos Campos;Procedimento IF...;Nenhum;Não;detalhar?op===AUUJlRVxmWDFGbSVXTWJVU&acao=detalhar;2019;3
OPERADOR;AZUL LINHAS AÉREAS BRASILEIRAS;SBKP;2019-03-24;18:30:00;SP;Campinas;Decolagem;Nenhum;Não;detalhar?op===AUUJlRWtmWXVGbSNVTWJVU&acao=detalhar;2019;3
OPERADOR;AZUL LINHAS AEREAS;SBCT;2019-03-24;21:35:00;PR;Curitiba;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRWtGcrdlRSVXTWJVU&acao=detalhar;2019;3
OPERADOR;EPTA SBMI;SBMI;2019-03-23;17:29:00;RJ;Marica;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmWrdlRRpXTWJVU&acao=detalhar;2019;3
PILOTO;EPA - Escola Paranaense de Avi;SBBI;2019-03-18;20:25:00;PR;Curitiba;Decolagem;Nenhum;Não;detalhar?op===AUUJlRVxmSXZlRSVXTWJVU&acao=detalhar;2019;3
OUTRO;LATAM;SBGR;2019-03-18;02:30:00;SP;Guarulhos;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmSXFGbSNVTWJVU&acao=detalhar;2019;3
OUTRO;LATAM;SBBR;2019-03-18;12:00:00;DF;Brasilia;STAR;Nenhum;Não;detalhar?op===AUUJlRVxmSXFGbSVXTWJVU&acao=detalhar;2019;3
CONTROLADOR DE TRÁFEGO AÉREO;INFRAERO;SBJR;2019-03-17;08:25:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmSTVGbSNUTWJVU&acao=detalhar;2019;3
CONTROLADOR DE TRÁFEGO AÉREO;INFRAERO;SBJR;2019-03-17;08:05:00;RJ;Rio de Janeiro;Decolagem;Nenhum;Não;detalhar?op===AUUJlRVxmSTVGbSNVTWJVU&acao=detalhar;2019;3
CONTROLADOR DE TRÁFEGO AÉREO;INFRAERO;SBJR;2019-03-17;09:41:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmSXZlRSNUTWJVU&acao=detalhar;2019;3
OUTRO;LATAM;SBGL;2019-03-17;12:10:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmSXFGbSNUTWJVU&acao=detalhar;2019;3
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;;SBKP;2019-03-17;08:00:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmWrdlRSNUTWJVU&acao=detalhar;2019;3
CONTROLADOR DE TRÁFEGO AÉREO;INFRAERO;SBJR;2019-03-16;06:40:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmSTFGbRpXTWJVU&acao=detalhar;2019;3
OUTRO;LATAM;SBGR;2019-03-16;02:30:00;SP;Guarulhos;Descida;Nenhum;Não;detalhar?op===AUUJlRVxmWrdlRSNVTWJVU&acao=detalhar;2019;3
OPERADOR;AZUL;SBCB;2019-03-15;18:12:00;RJ;Cabo Frio;Manobra;Nenhum;Não;detalhar?op===AUUJlRVxmSXVGbSNUTWJVU&acao=detalhar;2019;3
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;N/A;SBGL;2019-03-10;07:00:00;RJ;Rio de Janeiro;Arremetida no a...;Arremetida;Não;detalhar?op===AUUJlRVxmSPVGbSNUTWJVU&acao=detalhar;2019;3
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;N/A;SBGL;2019-03-10;07:15:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmSPVGbSNVTWJVU&acao=detalhar;2019;3
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;n/a;SBGL;2019-03-10;07:20:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmSTZlRSNUTWJVU&acao=detalhar;2019;3
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;n/a;SBGL;2019-03-10;08:30:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmSTZlRSNVTWJVU&acao=detalhar;2019;3
OPERADOR;LATAM;SBGR;2019-03-10;07:30:00;SP;Guarulhos;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmSTFGbSVXTWJVU&acao=detalhar;2019;3
OUTRO;LATAM;SBGR;2019-03-10;10:35:00;SP;Guarulhos;Decolagem;Nenhum;Não;detalhar?op===AUUJlRVxmSXZlRSNVTWJVU&acao=detalhar;2019;3
CONTROLADOR DE TRÁFEGO AÉREO;GOL;SBGR;2019-03-09;10:41:00;SP;Guarulhos;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmW3JGbSVXTWJVU&acao=detalhar;2019;3
OPERADOR;AZUL LINHAS AÉREAS BRASILEIRAS;SBMG;2019-03-09;17:45:00;PR;Maringa;Decolagem,Subid...;Nenhum;Não;detalhar?op===AUUJlRWtmWXVGbSNUTWJVU&acao=detalhar;2019;3
CONTROLADOR DE TRÁFEGO AÉREO;INFRAERO;SBJR;2019-03-06;13:57:00;RJ;Rio de Janeiro;Outra,Manobra,D...;Nenhum;Não;detalhar?op===AUUJlRVxmSLFGbRpXTWJVU&acao=detalhar;2019;3
OPERADOR;Avianca Brasil;SBSP;2019-03-06;10:00:00;SP;Sao Paulo;Subida;Nenhum;Não;detalhar?op===AUUJlRVxmSPZlRRpXTWJVU&acao=detalhar;2019;3
CONTROLADOR DE TRÁFEGO AÉREO;INFRAERO;SBKP;2019-03-05;14:50:00;SP;Campinas;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmSLFGbSVXTWJVU&acao=detalhar;2019;3
OPERADOR;Avianca Brasil;SBGR;2019-03-05;06:35:00;SP;Sao Paulo;Subida;Nenhum;Não;detalhar?op===AUUJlRVxmSLVGbSNUTWJVU&acao=detalhar;2019;3
OPERADOR;LATAM;SBGL;2019-03-05;12:00:00;RJ;Rio de Janeiro;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmSPFGbSNUTWJVU&acao=detalhar;2019;3
OUTRO;LATAM;SBGR;2019-03-05;10:35:00;SP;Guarulhos;Subida;Nenhum;Não;detalhar?op===AUUJlRVxmSPFGbSNVTWJVU&acao=detalhar;2019;3
OUTRO;LATAM;SBSP;2019-03-05;06:35:00;SP;Sao Paulo;Decolagem,Subid...;Nenhum;Não;detalhar?op===AUUJlRVxmSPFGbSVXTWJVU&acao=detalhar;2019;3
OUTRO;LATAM;SBKP;2019-03-05;10:24:00;SP;Campinas;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmSPFGbRpXTWJVU&acao=detalhar;2019;3
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;;SBKP;2019-03-05;14:50:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUJlRV1Gcv1UMSNVTWJVU&acao=detalhar;2019;3
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;Azul;SBLO;2019-03-04;17:46:00;PR;Londrina;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmSPZlRSNUTWJVU&acao=detalhar;2019;3
OPERADOR;GOL LINHAS AÉREAS;SBCT;2019-03-04;06:35:00;PR;Curitiba;Descida;Nenhum;Não;detalhar?op===AUUJlRVxmSPZlRSNVTWJVU&acao=detalhar;2019;3
CONTROLADOR DE TRÁFEGO AÉREO;AVIANCA BRASIL;SBSV;2019-03-04;17:37:00;BA;Salvador;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmSXZlRRpXTWJVU&acao=detalhar;2019;3
CONTROLADOR DE TRÁFEGO AÉREO;INFRAERO;SBJR;2019-03-03;00:00:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmSLFGbSNVTWJVU&acao=detalhar;2019;3
OPERADOR;Latam;SBGR;2019-03-03;00:00:00;SP;Guarulhos;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmSTZlRSVXTWJVU&acao=detalhar;2019;3
OPERADOR;ICON TÁXI AÉREO;SBKP;2019-03-02;19:50:00;SP;Campinas;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmSPZlRSVXTWJVU&acao=detalhar;2019;3
OUTRO;cesar melo;SBAF;2019-02-28;10:00:00;RJ;Rio de Janeiro;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmSHFGbSNVTWJVU&acao=detalhar;2019;2
OPERADOR;;SBMI;2019-02-24;07:00:00;RJ;Marica;Outra;Outros;Não;detalhar?op===AUUJlRVxmSDZlRSVXTWJVU&acao=detalhar;2019;2
OUTRO;CHC helicopter;SBME;2019-02-24;14:30:00;RJ;Macae;Descida;Nenhum;Não;detalhar?op===AUUJlRVxmSDZlRRpXTWJVU&acao=detalhar;2019;2
FUNCIONÁRIO DO ÓRGÃO DE ADMINISTRAÇÃO AE;;SBGL;2019-02-24;08:30:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUJlRVxmSDFGbSNUTWJVU&acao=detalhar;2019;2
CONTROLADOR DE TRÁFEGO AÉREO;AZU;SBRJ;2019-02-24;01:48:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUJlRVxmSDFGbRpXTWJVU&acao=detalhar;2019;2
OPERADOR;LATAM;SBGR;2019-02-24;00:26:00;SP;Guarulhos;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmSDVGbSNUTWJVU&acao=detalhar;2019;2
OPERADOR;LATAM;SBGR;2019-02-24;10:15:00;SP;Guarulhos;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmSDVGbSNVTWJVU&acao=detalhar;2019;2
OPERADOR;GOL LINHAS AÉREAS;SBSP;2019-02-24;08:13:00;SP;Sao Paulo;Subida;Nenhum;;detalhar?op===AUUJlRVxmSHZlRSNUTWJVU&acao=detalhar;2019;2
OPERADOR;Aeroclube de Jundiaí;SBJD;2019-02-24;07:15:00;SP;Sao Paulo;Outra,Manobra;Nenhum;Não;detalhar?op===AUUJlRVxmSHZlRSNVTWJVU&acao=detalhar;2019;2
OUTRO;LATAM;SBGL;2019-02-24;07:44:00;RJ;Rio de Janeiro;Subida;Nenhum;Não;detalhar?op===AUUJlRVxmSHZlRRpXTWJVU&acao=detalhar;2019;2
OUTRO;LATAM;SBGR;2019-02-24;12:00:00;SP;Guarulhos;Decolagem;Nenhum;Não;detalhar?op===AUUJlRVxmSHFGbSNUTWJVU&acao=detalhar;2019;2
OPERADOR;LATAM;SBSP;2019-02-24;09:25:00;SP;Sao Paulo;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmSLVGbSNVTWJVU&acao=detalhar;2019;2
OUTRO;LIDER Taxi Aéreo;SBVT;2019-02-24;17:26:00;ES;Vitoria;Aproximação f...;Nenhum;Não;detalhar?op===AUUJlRVxmSTFGbSNVTWJVU&acao=detalhar;2019;2
