Tipo Reporte;Operador;Aeródromo;Data;Hora;UF;Cidade;Fase de Operação;Efeito no Voo;Colisão;;year;month
CONTROLADOR DE TRÁFEGO AÉREO;AZUL;SBRJ;2023-08-02;23:31:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUhmRVxmWHVGbSNVTWJVU&acao=detalhar;2023;8
CONTROLADOR DE TRÁFEGO AÉREO;AZUL LINHAS AEREAS;;2023-08-02;16:08:00;PR;Campo Magro;Subida;Desvio com auto...;Não;detalhar?op===AUUhmRVxmWPFGbRpXTWJVU&acao=detalhar;2023;8
OUTRO;Azul Conecta;SBCT;2023-08-02;13:40:00;PR;Curitiba;Procedimento IF...;Nenhum;Não;detalhar?op===AUUhmRVxmWTZlRRpXTWJVU&acao=detalhar;2023;8
CONTROLADOR DE TRÁFEGO AÉREO;nil;SBRJ;2023-08-01;15:02:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUhmRVxmWHZlRSVXTWJVU&acao=detalhar;2023;8
PILOTO;Azul Linhas Aereas;SBCT;2023-07-31;23:00:00;PR;Curitiba;Procedimento IF...;Desvio com auto...;Não;detalhar?op===AUUhmRVxmWDVGbSNVTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;PRVRL;SBMT;2023-07-30;19:53:00;SP;Sao Paulo;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmWDFGbRpXTWJVU&acao=detalhar;2023;7
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-07-30;15:46:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmWTFGbSVXTWJVU&acao=detalhar;2023;7
PILOTO;;sdll;2023-07-27;00:00:00;SP;Pirassununga;Aproximação f...;Nenhum,Pouso;Não;detalhar?op===AUUhmRVxmWDZlRSVXTWJVU&acao=detalhar;2023;7
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-07-27;07:00:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmWDFGbSVXTWJVU&acao=detalhar;2023;7
OPERADOR;2S BCO JÔNATAS;SBAF;2023-07-26;18:15:00;RJ;Rio de Janeiro;;Nenhum;Não;detalhar?op===AUUhmRVxmW3JGbSVXTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;;SBJR;2023-07-26;22:00:00;RJ;Rio de Janeiro;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVxmW31UMSNUTWJVU&acao=detalhar;2023;7
PILOTO;Helistar Taxi Aéreo;SBJR;2023-07-26;20:35:00;RJ;Rio de Janeiro;Aproximação f...;Desvio manual;Não;detalhar?op===AUUhmRVxmW31UMSNVTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;GOL;SBRJ;2023-07-25;22:44:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUhmRVxmW3JGbSNUTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;nil;SBRJ;2023-07-25;21:00:00;RJ;Rio de Janeiro;Outra;Outros;Não;detalhar?op===AUUhmRVxmW3JGbSNVTWJVU&acao=detalhar;2023;7
PILOTO;Gol;SBRJ;2023-07-25;21:20:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUhmRVxmWDZlRSNUTWJVU&acao=detalhar;2023;7
ADMINISTRAÇÃO AEROPORTUÁRIA;CCR Aeroportos;SBCT;2023-07-25;04:00:00;PR;Sao Jose dos Pinhais;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmWHZlRSNUTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;nil;SBRJ;2023-07-24;21:38:00;RJ;Rio de Janeiro;Outra;Outros;Não;detalhar?op===AUUhmRVxmW3dlRSVXTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;FAB2346;SBGL;2023-07-23;00:10:00;RJ;Rio de Janeiro;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVxmWvJGbSNUTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;FAB2346;SBGL;2023-07-23;00:10:00;RJ;Rio de Janeiro;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVxmWvJGbSNVTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;Operador;SDCO;2023-07-23;10:22:00;SP;Sorocaba;;;Não;detalhar?op===AUUhmRVxmWvJGbSVXTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;;SBJR;2023-07-23;10:43:00;RJ;Rio de Janeiro;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVxmWvJGbRpXTWJVU&acao=detalhar;2023;7
OUTRO;;SBJH;2023-07-23;08:42:00;SP;Adamantina;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmWv1UMSNUTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;AZUL LINHAS AÉREAS;SBSP;2023-07-23;07:34:00;SP;Sao Paulo;Decolagem;Nenhum;Não;detalhar?op===AUUhmRVxmWv1UMSNVTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;APP-YS;SBYS;2023-07-23;13:00:00;SP;Pirassununga;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmWzdlRSNUTWJVU&acao=detalhar;2023;7
OUTRO;;SBJH;2023-07-23;11:00:00;SP;Sao Roque;;Nenhum;Não;detalhar?op===AUUhmRVxmWzdlRSNVTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;;SBMT;2023-07-23;11:20:00;SP;Sao Paulo;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVxmWzdlRSVXTWJVU&acao=detalhar;2023;7
OPERADOR;SOCICAM;SBZM;2023-07-23;11:30:00;MG;Goiana;;;Não;detalhar?op===AUUhmRVxmWzdlRRpXTWJVU&acao=detalhar;2023;7
PILOTO;escola de aviação snne;SBZM;2023-07-23;14:41:00;MG;Goiana;Outra;Desvio manual;Não;detalhar?op===AUUhmRVxmWzJGbSNUTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;NIL;SBSP;2023-07-23;19:29:00;SP;Sao Paulo;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVxmWzJGbSNVTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;AZUL;SBRJ;2023-07-23;12:54:00;RJ;Rio de Janeiro;Procedimento IF...;Arremetida;Não;detalhar?op===AUUhmRVxmWz1UMSNUTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;nil;SBRJ;2023-07-23;08:42:00;RJ;Rio de Janeiro;Outra;Outros;Não;detalhar?op===AUUhmRVxmWz1UMSNVTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;GOL;SBRJ;2023-07-23;11:04:00;RJ;Rio de Janeiro;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVxmW3dlRSNUTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;LATAM;SBRJ;2023-07-23;17:24:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUhmRVxmW3dlRSNVTWJVU&acao=detalhar;2023;7
ADMINISTRAÇÃO AEROPORTUÁRIA;CCR Aeroportos;SBBI;2023-07-23;09:00:00;PR;Sao Jose dos Pinhais;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmW3dlRRpXTWJVU&acao=detalhar;2023;7
OPERADOR;;SBZM;2023-07-23;00:00:00;MG;Goiana;Pairado,Descida;Nenhum;Não;detalhar?op===AUUhmRVxmW3JGbRpXTWJVU&acao=detalhar;2023;7
PILOTO;latam;FIR BS SETOR 1;2023-07-23;14:30:00;SP;Guarulhos;Subida;Nenhum;Não;detalhar?op===AUUhmRVxmWDVGbSNUTWJVU&acao=detalhar;2023;7
PILOTO;GEIV;SBRJ;2023-07-23;16:50:00;RJ;Rio de Janeiro;Aproximação f...;;Não;detalhar?op===AUUhmRVxmWLZlRSNUTWJVU&acao=detalhar;2023;7
PILOTO;PMPR/BPMOA;SBBI;2023-07-23;08:40:00;PR;Curitiba;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmWTFGbSNVTWJVU&acao=detalhar;2023;7
PILOTO;;SBJF;2023-07-23;13:34:00;MG;Juiz de Fora;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmWXZlRRpXTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;Operador;SDCO;2023-07-22;14:37:00;SP;Sorocaba;;Nenhum;Não;detalhar?op===AUUhmRVxmWvdlRSNUTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;HLQN;SBBI;2023-07-22;19:50:00;PR;Curitiba;Outra;Nenhum;;detalhar?op===AUUhmRVxmWvdlRSNVTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;Valdir;SBKP;2023-07-22;21:50:00;SP;Campinas;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVxmWvdlRSVXTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;Valdir;SBKP;2023-07-22;21:50:00;SP;Campinas;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVxmWvdlRRpXTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;nil;SBRJ;2023-07-22;12:25:00;RJ;Rio de Janeiro;Outra;Outros;Não;detalhar?op===AUUhmRVxmWzJGbRpXTWJVU&acao=detalhar;2023;7
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-07-22;16:20:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmWDFGbSNUTWJVU&acao=detalhar;2023;7
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-07-22;19:02:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmWDFGbSNVTWJVU&acao=detalhar;2023;7
OUTRO;1GAV15;SBGL;2023-07-22;20:00:00;RJ;Rio de Janeiro;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVxmWHZlRRpXTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;HLQN;SBBI;2023-07-21;20:35:00;PR;Curitiba;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmWr1UMSNUTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;PTJCU;SBBI;2023-07-21;20:00:00;PR;Curitiba;Espera;Nenhum;Não;detalhar?op===AUUhmRVxmWr1UMSNVTWJVU&acao=detalhar;2023;7
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-07-21;19:34:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmWDZlRRpXTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;GOL;SBSP;2023-07-20;09:18:00;SP;Sao Paulo;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVxmWrJGbSVXTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;nil;SBRJ;2023-07-17;00:05:00;RJ;Rio de Janeiro;Outra;Outros;Não;detalhar?op===AUUhmRVxmWrdlRSNUTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;AZUL;SBKP;2023-07-17;17:31:00;SP;Campinas;Aproximação f...;Nenhum;;detalhar?op===AUUhmRVxmWrdlRSNVTWJVU&acao=detalhar;2023;7
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-07-17;17:32:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmWrJGbSNVTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;nil;SBRJ;2023-07-16;10:26:00;RJ;Rio de Janeiro;Outra;Outros;Não;detalhar?op===AUUhmRVxmSXVGbSNVTWJVU&acao=detalhar;2023;7
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-07-16;21:44:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmWrJGbSNUTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;;SBKP;2023-07-16;02:34:00;SP;Campinas;Aproximação f...;;Não;detalhar?op===AUUhmRVxmWHFGbRpXTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;CJEN;SBBI;2023-07-15;15:15:00;PR;Curitiba;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmSXZlRRpXTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;BLMJ;SBMT;2023-07-15;20:34:00;SP;Sao Paulo;Outra;Outros;Não;detalhar?op===AUUhmRVxmSXFGbSNUTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;BLMJ;SBMT;2023-07-15;20:34:00;SP;Sao Paulo;Outra;Outros;Não;detalhar?op===AUUhmRVxmSXFGbSNVTWJVU&acao=detalhar;2023;7
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBRJ;2023-07-15;20:30:00;RJ;Rio de Janeiro;;;Não;detalhar?op===AUUhmRVxmSXFGbSVXTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;HLQN;SBBI;2023-07-15;20:42:00;PR;Curitiba;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmSXFGbRpXTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;AZUL;SBRJ;2023-07-15;11:45:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUhmRVxmSXVGbSNUTWJVU&acao=detalhar;2023;7
OUTRO;Aeroclube de São Paulo;SBMT;2023-07-15;05:35:00;SP;Sao Paulo;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmWrJGbRpXTWJVU&acao=detalhar;2023;7
OUTRO;SAFE Escola de Aviação;;2023-07-15;00:00:00;SP;Aruja;Outra;;Não;detalhar?op===AUUhmRVxmWDZlRSNVTWJVU&acao=detalhar;2023;7
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-07-15;23:54:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmWXFGbSNVTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;AZUL;SBRJ;2023-07-13;00:12:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUhmRVxmSXZlRSNUTWJVU&acao=detalhar;2023;7
OUTRO;Azul Conecta;SBJR;2023-07-12;21:20:00;RJ;Rio de Janeiro;Descida;Nenhum;Não;detalhar?op===AUUhmRVxmSXZlRSVXTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;LATAM;SBRJ;2023-07-11;00:00:00;RJ;Rio de Janeiro;;;;detalhar?op===AUUhmRVxmSTVGbSNVTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;;SBKP;2023-07-11;00:10:00;SP;Campinas;Aproximação f...;;Não;detalhar?op===AUUhmRVxmWHFGbSVXTWJVU&acao=detalhar;2023;7
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-07-10;20:26:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmWrdlRSVXTWJVU&acao=detalhar;2023;7
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-07-10;21:10:00;SP;Campinas;Outra;Nenhum;;detalhar?op===AUUhmRVxmWrdlRRpXTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;AZUL;SBRJ;2023-07-09;23:30:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUhmRVxmSTFGbSNVTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;AZUL;SBRJ;2023-07-08;10:19:00;RJ;Rio de Janeiro;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmSTZlRSVXTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;nil;SBRJ;2023-07-08;20:45:00;RJ;Rio de Janeiro;Outra;Outros;Não;detalhar?op===AUUhmRVxmSTZlRRpXTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;GOL;SBRJ;2023-07-08;23:40:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUhmRVxmSTFGbSNUTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;AZUL;SBRJ;2023-07-07;01:30:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUhmRVxmSPZlRSNUTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;nil;SBRJ;2023-07-07;01:32:00;RJ;Rio de Janeiro;Outra;Outros;Não;detalhar?op===AUUhmRVxmSPZlRSNVTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;LATAM;SBRJ;2023-07-07;22:05:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUhmRVxmSPZlRSVXTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;GOL;SBRJ;2023-07-07;23:06:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUhmRVxmSPZlRRpXTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;AZUL;SBRJ;2023-07-07;23:58:00;RJ;Rio de Janeiro;Procedimento IF...;;Não;detalhar?op===AUUhmRVxmSTZlRSNUTWJVU&acao=detalhar;2023;7
OPERADOR;Escola SAFE de aviação;SBSJ;2023-07-06;21:00:00;SP;Sao Jose dos Campos;;Nenhum;Não;detalhar?op===AUUhmRVxmSXZlRSNVTWJVU&acao=detalhar;2023;7
TRIPULANTE;GEIV;SBSP;2023-07-06;09:00:00;SP;Sao Paulo;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmWTFGbSNUTWJVU&acao=detalhar;2023;7
PILOTO;;SBMT;2023-07-05;00:00:00;SP;Sao Paulo;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmSLVGbSNVTWJVU&acao=detalhar;2023;7
OUTRO;;;2023-07-04;22:30:00;RJ;Rio das Ostras;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmSLVGbSNUTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;GLO9021;SBGL;2023-07-03;22:50:00;RJ;Rio de Janeiro;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVxmSLFGbSVXTWJVU&acao=detalhar;2023;7
OPERADOR;RIO GALEÃO;SBGL;2023-07-02;00:50:00;RJ;Rio de Janeiro;;;Não;detalhar?op===AUUhmRVxmSHZlRSNUTWJVU&acao=detalhar;2023;7
OPERADOR;RIO GALEÃO;SBGL;2023-07-02;01:20:00;RJ;Rio de Janeiro;;;;detalhar?op===AUUhmRVxmSHZlRSNVTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;;SBMT;2023-07-02;12:00:00;SP;Sao Paulo;Pairado;Nenhum;Não;detalhar?op===AUUhmRVxmSHZlRSVXTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;NAVBRASIL - SBGR TWR;SBGR;2023-07-02;14:50:00;SP;Guarulhos;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmSHZlRRpXTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;NAVBRASIL - SBGR TWR;SBGR;2023-07-02;14:50:00;SP;Guarulhos;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmSHFGbSNUTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;AZU5022;SDFT;2023-07-02;00:00:00;SP;Itapira;Descida;Outros;Não;detalhar?op===AUUhmRVxmSHFGbSNVTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;LATAM;SBRJ;2023-07-02;01:23:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUhmRVxmSLZlRSVXTWJVU&acao=detalhar;2023;7
OUTRO;1º GTT;SBGL;2023-07-02;08:35:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUhmRVxmSTFGbSVXTWJVU&acao=detalhar;2023;7
OUTRO;1º GTT;SBGL;2023-07-02;08:35:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUhmRVxmSTFGbRpXTWJVU&acao=detalhar;2023;7
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-07-02;07:05:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmSTVGbSNUTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;;SBRP;2023-07-01;07:25:00;SP;Ribeirao Preto;Descida;Desvio manual,D...;Não;detalhar?op===AUUhmRVxmSDFGbRpXTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;;SBJH;2023-07-01;15:27:00;SP;Sao Roque;;Nenhum;Não;detalhar?op===AUUhmRVxmSDVGbSNUTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;PSTBM;SDRK;2023-07-01;19:47:00;SP;Rio Claro;Outra;;Não;detalhar?op===AUUhmRVxmSDVGbSNVTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;nil;SBRJ;2023-07-01;10:29:00;RJ;Rio de Janeiro;Outra;Outros;Não;detalhar?op===AUUhmRVxmSLZlRSNVTWJVU&acao=detalhar;2023;7
OUTRO;1T GUILHERME;SBSC;2023-07-01;00:00:00;RJ;Santa Cruz;;Nenhum;Não;detalhar?op===AUUhmRVxmSLFGbSNUTWJVU&acao=detalhar;2023;7
PILOTO;3º/8ºGAV;SBSC;2023-07-01;10:47:00;RJ;Santa Cruz;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmSLFGbRpXTWJVU&acao=detalhar;2023;7
CONTROLADOR DE TRÁFEGO AÉREO;nil;SBRJ;2023-06-30;13:44:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUhmRVxmSLZlRSNUTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;nil;SBRJ;2023-06-29;01:10:00;RJ;Rio de Janeiro;Outra;Outros;Não;detalhar?op===AUUhmRVxmSDZlRRpXTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;;Não necessita de Aeródromo;2023-06-28;00:00:00;GO;Trindade;Descida;Nenhum;Não;detalhar?op===AUUhmRVxmS3dlRSVXTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;nil;SBRJ;2023-06-28;01:00:00;RJ;Rio de Janeiro;;Outros;Não;detalhar?op===AUUhmRVxmS3JGbSNVTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;GLO;SBRJ;2023-06-27;00:55:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;;detalhar?op===AUUhmRVxmSzJGbSVXTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;GLO;SBRJ;2023-06-27;13:21:00;RJ;Rio de Janeiro;Decolagem;Nenhum;Não;detalhar?op===AUUhmRVxmS3JGbSNUTWJVU&acao=detalhar;2023;6
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-06-27;19:50:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmSDZlRSVXTWJVU&acao=detalhar;2023;6
PILOTO;GOL;SBSP;2023-06-26;14:40:00;SP;Sao Pedro;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVxmSr1UMSNVTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;HLQN;SBBI;2023-06-26;12:00:00;PR;Curitiba;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmSvJGbSNUTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;GOL;SBRJ;2023-06-26;00:26:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUhmRVxmSzdlRSNUTWJVU&acao=detalhar;2023;6
OUTRO;;SBMT;2023-06-26;11:00:00;SP;Sao Paulo;;Nenhum;Não;detalhar?op===AUUhmRVxmSzJGbSNUTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;GOL;SBRJ;2023-06-26;23:56:00;RJ;Rio de Janeiro;Procedimento IF...;Nenhum;Não;detalhar?op===AUUhmRVxmSzJGbRpXTWJVU&acao=detalhar;2023;6
ADMINISTRAÇÃO AEROPORTUÁRIA;;SBKP;2023-06-26;17:04:00;SP;Campinas;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmSDZlRSNVTWJVU&acao=detalhar;2023;6
OUTRO;1S Monteiro;SBSC;2023-06-26;19:00:00;RJ;Santa Cruz;;Nenhum;Não;detalhar?op===AUUhmRVxmSLZlRRpXTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;;SBKP;2023-06-26;01:37:00;SP;Campinas;Pouso;;;detalhar?op===AUUhmRVxmSTZlRSNVTWJVU&acao=detalhar;2023;6
PILOTO;TAM3340;SBGL;2023-06-25;00:00:00;RJ;Rio de Janeiro;Aproximação f...;Nenhum;Não;detalhar?op===AUUhmRVtWNXVGbSNVTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;NAV BRASIL;SBJR;2023-06-25;07:26:00;RJ;Rio de Janeiro;Pouso;Nenhum;Não;detalhar?op===AUUhmRVxmSrdlRSNUTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;AZU2857;SBBS;2023-06-25;11:47:00;SP;Sao Roque;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmSrdlRSNVTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;TAM3681;FIR-CW;2023-06-25;17:46:00;SP;Caraguatatuba;Outra,Descida;Nenhum;Não;detalhar?op===AUUhmRVxmSrdlRRpXTWJVU&acao=detalhar;2023;6
OPERADOR;Gol;GRU;2023-06-25;00:00:00;SP;Guarulhos;Aproximação f...;Desvio manual;Não;detalhar?op===AUUhmRVxmSrJGbSNUTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;TAM3681;FIR-CW;2023-06-25;17:46:00;SP;Caraguatatuba;Outra,Descida;Nenhum;Não;detalhar?op===AUUhmRVxmSrJGbSNVTWJVU&acao=detalhar;2023;6
CONTROLADOR DE TRÁFEGO AÉREO;RZLP;SBMT;2023-06-25;19:10:00;SP;Sao Paulo;Outra;Nenhum;Não;detalhar?op===AUUhmRVxmSrJGbSVXTWJVU&acao=detalhar;2023;6
OPERADOR;RADIO BRAGANÇA;SBBP;2023-06-25;13:18:00;SP;Braganca Paulista;;Nenhum;Não;detalhar?op===AUUhmRVxmSrJGbRpXTWJVU&acao=detalhar;2023;6
